amount,transaction_hour,merchant_category,foreign_transaction,location_mismatch,device_trust_score,velocity_last_24h,cardholder_age
345.13,11,Electronics,0,0,89,3,48
83.89,19,Electronics,0,0,81,1,67
368.92,23,Food,0,0,81,6,59
107.33,23,Clothing,0,0,51,0,43
205.73,22,Food,0,0,72,1,28
7.65,11,Travel,0,0,68,0,20
339.15,8,Food,0,0,77,1,42
145.97,12,Grocery,0,0,62,5,49
13.52,22,Grocery,0,0,73,3,40
93.02,16,Clothing,1,0,72,2,37
125.08,18,Clothing,0,0,31,0,19
107.59,0,Grocery,0,0,42,4,34
33.74,21,Grocery,0,0,63,1,21
355.73,3,Grocery,0,0,36,2,59
505.12,11,Electronics,0,0,61,2,51
41.47,6,Travel,0,1,84,1,39
78.47,20,Electronics,0,0,51,3,24
143.62,15,Travel,0,0,97,2,42
36.36,14,Grocery,0,0,88,1,55
30.79,7,Grocery,0,0,72,1,26
42.28,16,Clothing,0,0,38,0,63
94.24,8,Food,0,1,60,2,21
441.23,1,Grocery,0,0,98,0,53
85.52,3,Electronics,0,0,33,3,18
9.63,20,Electronics,0,0,61,2,51
20.98,19,Food,0,0,78,1,21
20.46,1,Clothing,1,0,95,0,66
232.29,4,Travel,0,0,43,4,69
58.21,5,Travel,0,0,26,2,37
323.86,21,Electronics,0,0,36,0,68
79.52,2,Food,0,0,27,1,34
18.4,7,Clothing,0,0,85,0,21
372.26,23,Food,0,0,45,4,65
136.65,12,Clothing,0,0,62,5,21
26.98,3,Clothing,0,0,45,2,60
42.27,22,Grocery,0,0,96,1,68
508.68,21,Grocery,0,0,83,4,68
353.47,12,Travel,0,0,84,3,60
265.42,9,Clothing,0,0,28,3,18
86.86,14,Electronics,1,0,31,1,20
8.88,16,Clothing,0,0,71,3,31
92.18,8,Clothing,0,0,90,2,56
29.69,9,Clothing,0,0,74,1,42
241.59,21,Food,0,0,86,1,22
34.02,6,Clothing,0,0,47,0,42
391.02,10,Grocery,0,1,69,1,59
200.31,22,Electronics,0,0,92,1,58
107.12,21,Travel,0,0,35,1,45
94.38,7,Grocery,0,0,51,2,59
293.23,18,Electronics,0,0,61,1,30
101.35,6,Clothing,0,0,54,0,21
114.16,0,Clothing,0,0,93,6,68
9.66,2,Electronics,0,0,91,3,34
521.12,16,Food,0,0,57,2,68
292.43,8,Electronics,0,0,86,1,38
377.89,3,Grocery,1,0,99,0,29
30.72,19,Clothing,0,0,53,3,62
4.03,21,Grocery,0,0,99,0,51
119.28,10,Grocery,0,1,89,1,31
332.35,20,Electronics,0,0,41,0,36
100.66,21,Food,0,0,37,2,30
122.02,17,Food,0,0,31,0,65
276.59,5,Travel,0,0,96,1,38
212.27,0,Clothing,0,0,90,3,22
34.15,17,Travel,0,0,42,2,59
204.57,17,Grocery,0,1,91,1,22
182.75,5,Travel,0,0,62,1,39
32.71,20,Food,0,0,98,0,20
297.97,16,Clothing,0,0,90,0,65
37.49,20,Electronics,0,0,88,0,56
299.9,17,Electronics,0,0,49,0,28
106.15,19,Clothing,0,1,64,5,50
541.93,19,Grocery,0,0,74,2,20
214.32,10,Grocery,0,0,27,0,39
361.22,9,Grocery,0,0,46,1,44
188.06,13,Grocery,0,0,59,1,45
164.29,1,Food,0,0,89,1,57
444.76,22,Clothing,0,0,29,1,25
187.8,6,Clothing,0,0,83,4,40
329.12,19,Electronics,0,0,79,2,26
57.22,15,Food,1,0,93,3,41
167.17,6,Grocery,1,0,82,6,33
64.47,9,Electronics,0,1,34,4,42
118.89,9,Food,0,0,28,5,68
535.6,21,Electronics,0,0,48,2,54
22.07,13,Clothing,0,0,33,4,44
204.26,14,Food,0,0,38,2,18
139.08,22,Travel,0,0,54,0,24
21.81,0,Food,0,0,67,3,51
142.78,10,Electronics,0,0,94,2,51
53.46,9,Travel,0,0,87,2,35
242.17,7,Grocery,0,0,25,1,23
189.98,23,Food,0,0,28,2,63
433.08,20,Grocery,0,0,83,1,44
48.35,7,Grocery,0,0,52,0,64
138.76,18,Travel,0,0,53,3,63
120.87,2,Travel,0,0,93,3,22
302.56,13,Food,1,0,45,1,67
246.49,7,Grocery,0,0,25,2,55
56.46,0,Travel,0,0,67,3,36
27.4,0,Electronics,0,1,99,4,61
306.66,4,Food,0,0,79,0,24
217.2,7,Clothing,0,0,89,1,29
91.86,2,Grocery,0,0,63,3,20
394.26,7,Electronics,0,0,91,1,52
14.67,23,Travel,0,0,39,5,44
2.71,7,Electronics,0,1,40,1,31
106.73,4,Travel,0,0,94,3,31
57.13,7,Electronics,0,0,27,2,19
257.64,5,Grocery,0,0,40,2,48
328.58,2,Travel,0,0,91,3,50
91.2,2,Electronics,0,0,38,0,37
2.72,23,Grocery,0,0,96,0,51
384.12,7,Grocery,0,0,84,1,37
40.84,16,Electronics,0,0,83,3,65
460.59,15,Food,0,0,58,1,58
2.21,23,Travel,0,0,51,1,47
117.93,3,Grocery,0,0,43,2,40
46.46,8,Electronics,1,0,43,0,63
150.19,6,Clothing,0,0,38,2,44
9.62,7,Grocery,0,0,95,0,44
8.89,1,Grocery,0,0,27,1,42
368.29,18,Food,0,0,29,4,44
211.17,5,Food,0,0,43,3,42
91.74,14,Clothing,0,0,48,1,55
170.29,15,Grocery,0,0,25,1,44
309.17,20,Clothing,0,0,51,1,38
15.56,11,Electronics,0,0,60,4,67
51.03,23,Travel,1,0,65,1,47
212.52,2,Clothing,0,0,68,1,61
149.84,2,Travel,0,0,93,1,22
386.2,17,Food,0,0,67,0,23
716.23,9,Clothing,0,1,65,0,30
62.82,19,Food,0,1,37,1,38
606.82,5,Clothing,0,0,42,1,37
95.4,15,Grocery,0,1,41,1,22
203.59,20,Food,0,0,50,5,46
11.6,3,Travel,0,0,48,1,62
0.58,6,Electronics,0,1,64,0,24
181.37,7,Food,0,1,48,4,31
141.57,2,Travel,0,0,32,0,19
287.73,9,Food,0,0,78,1,63
21.89,14,Food,0,0,61,2,39
367.1,5,Travel,0,0,82,1,62
57.93,6,Grocery,0,0,75,3,56
39.53,9,Clothing,0,0,54,2,66
86.87,15,Electronics,0,0,29,1,31
191.82,15,Clothing,0,0,48,6,25
98.25,15,Travel,0,0,85,6,19
101.92,15,Travel,0,0,93,3,18
14.52,14,Travel,0,0,74,0,52
25.26,7,Electronics,0,0,60,1,26
22.41,4,Electronics,0,0,36,2,43
371.95,3,Clothing,0,0,68,4,39
15.13,17,Food,0,0,28,4,43
3.18,3,Food,0,0,29,3,54
38.38,1,Grocery,0,0,63,1,52
348.45,2,Electronics,1,0,99,5,30
69.43,23,Electronics,0,0,82,2,68
164.64,13,Clothing,0,0,70,1,35
89.41,6,Travel,0,1,34,2,67
173.32,16,Grocery,0,0,45,2,19
183.45,16,Electronics,0,0,85,0,27
392.35,16,Food,0,0,73,2,20
7.4,21,Food,0,1,88,0,25
353.71,15,Grocery,0,0,62,2,61
120.45,14,Electronics,0,0,47,3,32
21.65,5,Travel,0,0,68,2,37
215.51,12,Electronics,0,0,71,2,23
501.4,23,Food,0,0,99,4,67
91.68,19,Grocery,0,0,79,3,60
309.93,16,Electronics,0,0,85,0,55
57.3,14,Clothing,0,0,78,2,35
264.61,14,Electronics,0,0,67,4,58
181.62,18,Clothing,0,0,88,3,40
84.47,2,Electronics,1,0,63,2,61
0.01,17,Travel,0,0,71,4,68
4.59,12,Electronics,0,0,87,2,42
57.45,1,Food,0,0,88,1,25
52.37,17,Clothing,0,0,75,4,45
385.31,23,Grocery,0,0,50,0,48
300.81,18,Grocery,0,0,56,1,48
242.11,0,Clothing,0,0,54,1,50
123.89,3,Grocery,0,0,80,0,43
203.46,14,Travel,0,1,44,1,41
391.19,12,Grocery,0,0,95,2,58
78.36,14,Food,1,0,79,0,18
233.7,8,Food,0,0,29,1,38
258.52,11,Grocery,0,0,36,2,47
62.5,1,Grocery,0,0,46,1,62
74.58,7,Clothing,0,0,54,3,51
54.81,23,Electronics,0,0,28,3,28
80.98,5,Food,0,1,50,3,23
198.95,8,Food,0,0,26,2,24
250.8,0,Food,0,0,49,4,61
180.97,6,Electronics,0,0,46,2,30
14.8,2,Travel,0,0,26,2,64
1.8,15,Grocery,0,0,36,2,56
96.03,12,Travel,0,0,95,3,18
240.75,5,Travel,0,0,70,0,55
241.01,13,Clothing,0,0,69,6,60
107.62,2,Travel,0,0,91,0,29
358.37,11,Food,0,0,52,3,65
225.35,0,Electronics,0,0,34,7,20
42.69,23,Grocery,1,1,39,4,46
104.47,12,Food,0,0,53,5,41
50.22,4,Food,0,1,45,2,26
222.68,10,Clothing,1,1,90,1,25
214.59,5,Electronics,0,0,41,1,54
196.43,0,Travel,0,0,26,3,63
126.9,0,Electronics,0,0,38,4,45
7.74,4,Electronics,1,0,39,1,18
56.73,17,Food,0,0,38,1,32
48.82,13,Clothing,0,0,30,4,31
75.13,2,Food,0,0,83,3,55
535.95,20,Electronics,0,1,70,0,33
373.43,7,Electronics,0,0,31,1,63
214.42,2,Travel,0,0,77,4,26
109.88,0,Electronics,0,0,78,1,23
35.92,12,Food,0,0,75,1,34
19.62,15,Clothing,0,0,36,3,53
352.79,15,Food,0,0,66,2,33
201.86,22,Clothing,0,0,90,1,60
263.31,22,Grocery,0,0,36,1,58
6.85,14,Electronics,0,0,92,0,23
21.74,20,Grocery,0,0,57,2,43
156.47,0,Travel,0,0,74,0,69
45.85,0,Grocery,0,0,40,3,41
2.91,9,Clothing,0,0,65,2,40
173.75,20,Electronics,1,0,54,3,65
118.92,17,Grocery,0,0,65,1,49
177.78,16,Grocery,0,0,95,5,52
71.23,22,Grocery,0,0,39,2,52
85.08,14,Travel,0,0,79,4,50
10.81,7,Clothing,0,0,44,3,22
406.39,16,Electronics,0,0,36,0,41
126.1,14,Travel,0,0,51,2,27
10.25,8,Food,0,0,31,1,40
315.24,22,Grocery,0,0,26,1,33
16.94,3,Clothing,0,0,44,2,60
25.52,8,Clothing,0,0,49,3,22
63.56,1,Food,0,0,63,3,68
311.06,10,Electronics,0,0,31,4,45
533.75,3,Clothing,0,0,81,2,43
74.79,3,Electronics,0,0,59,4,59
31.37,3,Food,0,0,71,1,30
26.1,5,Clothing,0,0,43,0,50
13.66,16,Grocery,0,0,49,2,30
203.06,4,Clothing,0,0,36,2,51
359.87,8,Travel,0,0,89,2,57
145.41,19,Travel,0,0,32,3,61
454.72,17,Electronics,0,0,80,3,21
228.31,6,Clothing,0,0,50,3,69
22.37,3,Grocery,0,0,78,1,52
308.06,7,Clothing,0,0,54,0,28
63.76,12,Electronics,0,0,86,0,22
544.68,8,Grocery,0,0,93,1,64
126.31,13,Grocery,0,0,86,1,19
432.08,21,Clothing,0,1,86,0,61
278.83,22,Travel,0,0,43,2,27
68.46,20,Food,0,0,74,4,23
429.51,15,Travel,0,0,69,4,24
253.2,17,Clothing,0,0,71,0,69
215.62,20,Clothing,0,0,60,3,47
103.78,23,Food,0,0,56,3,39
111.16,17,Electronics,0,0,44,2,22
0.69,11,Food,0,0,36,4,41
134.76,0,Clothing,1,0,32,4,52
51.7,0,Travel,0,0,87,0,52
175.16,2,Travel,0,0,69,1,29
51.47,17,Clothing,0,1,53,2,24
43.41,14,Grocery,0,0,76,3,35
15.65,22,Electronics,0,0,81,1,56
288.87,4,Grocery,0,0,35,1,39
348.74,13,Electronics,0,0,80,2,27
66.62,15,Food,1,0,99,0,47
117.2,16,Electronics,0,0,79,1,19
62.07,8,Food,0,0,50,4,28
23.97,5,Grocery,0,0,39,0,67
42.45,15,Food,0,0,77,2,48
14.2,14,Electronics,0,0,25,3,36
49.56,8,Travel,1,0,79,3,56
44.19,20,Clothing,0,0,45,4,61
59.14,1,Clothing,0,0,68,1,23
49.96,23,Electronics,0,0,45,1,29
137.07,3,Travel,0,0,91,2,37
3.51,19,Electronics,0,0,56,0,53
91.26,10,Clothing,0,0,41,1,67
277.24,2,Clothing,0,0,74,1,24
93.35,3,Grocery,0,0,84,4,39
150.14,0,Travel,0,0,33,0,20
145.11,18,Clothing,0,1,37,2,55
173.35,5,Travel,0,0,34,1,64
198.48,23,Food,0,0,33,2,54
195.23,5,Food,0,0,94,1,69
0.04,4,Travel,1,0,74,2,66
102.62,14,Electronics,0,0,47,4,20
8.41,1,Clothing,0,0,27,5,30
62.13,15,Food,0,0,74,3,24
69.97,11,Food,0,0,35,2,37
32.36,20,Travel,0,0,67,1,25
160.88,0,Food,0,0,89,2,49
63.11,6,Electronics,0,0,98,0,54
70.99,0,Travel,0,0,60,4,22
130.22,3,Grocery,0,0,59,4,35
43.76,15,Clothing,0,0,26,4,46
301.97,16,Food,0,0,61,2,67
24.89,0,Travel,0,0,69,1,69
145.78,10,Travel,1,0,80,1,18
54.99,21,Electronics,0,0,64,0,40
191.65,7,Electronics,0,0,95,2,33
185.18,7,Food,0,0,62,4,21
97.24,12,Electronics,0,0,94,1,63
168.45,3,Electronics,0,0,67,0,22
342.94,15,Clothing,0,0,38,2,30
51.49,18,Travel,0,0,54,2,46
155.54,13,Clothing,0,0,70,3,45
76.51,17,Food,0,0,81,1,40
141.42,23,Travel,1,0,59,3,37
194.9,1,Clothing,1,0,61,3,59
17.21,11,Travel,0,0,33,2,63
3.97,15,Grocery,0,0,40,1,62
113.49,14,Food,0,0,94,0,35
123.29,7,Clothing,1,0,57,0,19
32.97,21,Food,0,0,63,1,43
53.42,22,Electronics,1,0,98,0,24
145.62,1,Food,1,0,54,3,24
184.74,8,Grocery,0,0,41,1,41
19.25,9,Clothing,0,0,37,1,52
496.86,6,Travel,0,1,74,4,37
7.36,19,Clothing,0,0,40,5,23
43.72,11,Travel,0,0,74,3,58
174.17,14,Grocery,0,0,33,4,30
14.42,5,Electronics,0,0,88,2,42
194.91,14,Electronics,0,0,85,3,62
203.73,13,Clothing,0,0,74,3,37
94.0,2,Food,1,0,42,0,23
308.16,14,Travel,0,0,96,2,62
312.25,8,Electronics,0,0,69,1,68
481.12,19,Food,0,0,45,1,60
20.35,14,Grocery,0,0,85,1,29
94.03,12,Electronics,1,0,87,2,61
78.44,7,Electronics,0,1,54,2,49
224.11,7,Electronics,0,1,31,2,57
62.45,4,Travel,1,0,88,1,68
94.41,8,Travel,0,0,73,1,56
32.04,4,Clothing,0,1,56,4,33
52.4,7,Clothing,0,0,88,1,35
190.6,16,Electronics,0,1,60,2,21
57.22,14,Electronics,0,0,65,4,39
44.31,2,Clothing,0,0,54,0,19
144.0,20,Food,0,0,62,2,36
322.85,18,Clothing,0,0,43,2,69
215.56,11,Food,0,1,26,3,34
356.93,12,Electronics,1,0,53,3,50
30.21,18,Electronics,1,0,84,1,50
2.71,11,Electronics,0,0,34,2,51
106.27,7,Food,0,0,91,1,21
36.47,10,Clothing,0,0,36,2,66
80.17,6,Travel,0,0,47,2,28
235.22,19,Electronics,0,0,68,1,25
450.81,13,Grocery,0,0,47,4,36
101.16,11,Travel,1,0,38,0,48
108.54,18,Food,0,0,70,2,26
167.98,23,Grocery,0,0,80,0,55
258.6,21,Travel,0,0,66,6,53
225.1,21,Grocery,0,0,89,0,68
6.08,6,Clothing,0,0,77,3,48
126.44,23,Food,0,0,67,3,68
129.54,2,Travel,0,0,77,2,28
6.0,19,Food,0,0,95,0,69
96.45,11,Grocery,0,0,61,1,29
78.23,5,Clothing,0,0,29,4,22
371.24,21,Travel,0,0,70,0,33
40.27,18,Food,1,0,96,3,66
185.89,0,Travel,0,1,76,0,60
357.84,17,Clothing,0,0,55,1,50
35.85,8,Food,1,0,29,0,41
231.74,18,Grocery,0,0,90,4,19
222.31,19,Clothing,0,0,41,2,55
24.07,8,Food,0,0,35,2,30
129.59,0,Travel,0,0,93,1,45
178.67,11,Electronics,0,0,58,2,32
44.86,18,Clothing,0,0,48,3,46
232.09,11,Grocery,0,0,60,0,31
291.35,19,Grocery,0,0,80,2,48
257.63,20,Grocery,0,0,94,3,27
15.23,7,Electronics,0,0,94,1,31
222.97,20,Travel,0,0,68,6,24
2.87,17,Clothing,0,0,98,3,28
10.72,19,Clothing,0,0,85,2,59
73.83,0,Clothing,0,0,90,0,43
186.69,6,Clothing,0,0,32,2,35
103.65,10,Electronics,0,0,49,4,65
147.82,9,Clothing,0,0,99,3,59
247.0,17,Grocery,0,0,73,2,24
386.74,7,Grocery,0,0,55,1,46
593.08,22,Electronics,0,0,95,3,59
1.66,0,Clothing,0,0,60,4,18
116.02,20,Clothing,0,0,93,5,59
227.47,14,Travel,0,0,90,1,37
124.75,14,Grocery,0,0,69,0,65
13.43,13,Clothing,0,0,73,2,46
27.15,16,Electronics,0,0,68,2,49
76.33,19,Clothing,0,0,65,2,60
164.94,13,Electronics,0,0,29,6,21
269.66,22,Clothing,0,0,54,0,48
36.9,3,Grocery,0,0,49,3,29
234.76,14,Clothing,1,0,91,1,50
66.44,6,Grocery,0,0,33,0,42
30.48,17,Travel,0,1,67,1,63
15.3,3,Electronics,0,0,43,5,45
93.01,4,Grocery,0,0,58,2,20
140.02,19,Food,0,1,88,4,26
295.56,2,Clothing,0,0,71,1,65
260.4,17,Clothing,0,0,53,2,63
444.33,19,Clothing,0,0,99,1,37
73.96,1,Clothing,0,0,60,1,44
4.82,0,Travel,0,0,72,4,40
288.31,3,Electronics,0,0,89,0,52
331.93,1,Clothing,0,0,99,2,53
24.57,9,Travel,1,1,55,6,27
172.01,9,Food,0,1,45,1,40
234.43,23,Food,0,0,99,1,61
560.81,13,Clothing,0,0,34,3,57
59.59,22,Grocery,0,0,27,2,24
203.99,9,Food,0,0,73,1,58
306.13,3,Electronics,0,0,54,1,54
183.46,7,Grocery,0,0,73,1,53
54.48,20,Travel,0,0,69,0,67
143.95,7,Grocery,0,0,81,1,47
525.13,23,Travel,0,1,69,4,28
230.63,16,Electronics,0,0,83,1,65
181.04,16,Electronics,0,0,44,3,33
142.38,7,Travel,0,1,91,0,35
33.17,13,Travel,0,0,83,2,56
490.38,15,Travel,0,0,47,3,30
499.83,21,Travel,0,0,32,3,63
61.58,8,Clothing,0,1,25,0,39
208.52,13,Clothing,0,0,27,2,47
95.27,19,Electronics,0,0,41,3,26
379.46,15,Electronics,0,0,85,0,59
388.49,7,Electronics,0,0,53,2,46
204.93,14,Electronics,0,0,62,2,60
36.99,11,Travel,0,0,60,3,28
56.15,14,Electronics,1,0,26,0,69
5.66,14,Food,0,0,71,4,22
84.69,23,Food,0,0,73,3,60
7.93,8,Travel,1,0,99,1,53
18.5,1,Electronics,0,0,82,2,64
67.22,0,Travel,0,0,61,1,30
83.58,23,Clothing,1,0,63,4,34
21.5,21,Food,0,0,69,0,27
7.53,10,Travel,0,0,66,3,55
158.42,0,Grocery,0,0,38,3,25
326.54,20,Grocery,0,0,43,4,59
41.09,9,Travel,0,0,95,0,57
359.65,9,Food,0,0,63,3,50
39.93,22,Electronics,0,0,53,2,24
91.14,8,Clothing,0,0,65,4,30
166.4,4,Grocery,0,0,55,0,40
435.09,7,Travel,0,0,84,0,58
55.92,15,Grocery,0,0,84,4,26
285.76,4,Food,0,0,52,3,22
16.53,10,Food,0,0,78,2,37
3.03,5,Food,0,0,54,1,69
91.35,22,Grocery,0,0,71,1,50
569.91,10,Electronics,0,0,91,1,22
29.7,19,Travel,0,0,26,3,58
36.65,14,Travel,0,0,42,1,41
60.92,17,Food,0,0,30,2,24
42.69,6,Travel,0,0,73,1,63
53.59,16,Food,0,1,67,2,46
101.08,6,Travel,0,0,28,2,57
16.8,20,Travel,0,0,35,1,35
191.11,6,Grocery,0,0,32,1,41
177.95,23,Grocery,0,0,46,4,35
341.45,7,Food,0,0,53,4,56
71.52,1,Grocery,1,0,31,3,28
137.96,15,Clothing,0,0,59,1,38
5.68,15,Grocery,0,0,69,2,28
638.22,22,Electronics,0,0,77,2,40
216.09,6,Food,0,0,55,5,63
69.24,8,Electronics,0,0,82,0,63
404.14,21,Electronics,0,1,26,1,18
219.43,20,Food,0,0,57,0,63
596.47,17,Food,0,0,58,3,34
73.18,1,Travel,0,0,66,4,62
128.3,22,Grocery,0,0,43,0,45
65.36,5,Grocery,0,0,97,2,54
146.22,14,Travel,0,0,96,0,62
6.3,10,Travel,0,0,57,1,31
74.76,8,Travel,0,0,74,1,46
356.51,15,Clothing,0,0,63,1,35
130.88,18,Clothing,0,0,85,5,39
5.85,3,Food,0,1,60,0,28
367.11,4,Electronics,0,0,39,4,40
7.05,11,Grocery,0,0,83,2,22
61.01,11,Clothing,0,1,25,3,44
4.71,17,Food,0,0,65,1,67
107.13,4,Electronics,0,0,53,1,38
23.05,10,Travel,0,0,80,2,23
69.42,0,Electronics,0,0,49,2,59
30.66,8,Food,0,0,45,2,67
129.91,7,Food,0,0,47,1,67
44.62,0,Food,0,0,27,2,22
66.73,22,Grocery,0,0,86,4,32
210.79,12,Grocery,0,0,84,1,40
203.76,10,Travel,0,0,75,1,57
99.45,12,Travel,0,0,78,0,42
354.22,9,Travel,0,0,81,2,60
148.38,22,Food,0,0,36,1,19
75.54,5,Electronics,0,0,76,2,65
105.19,9,Travel,0,0,47,4,60
212.93,12,Travel,0,0,83,3,49
28.43,13,Electronics,0,0,33,1,52
46.47,0,Travel,0,0,87,1,68
126.37,9,Grocery,0,0,75,0,46
265.7,7,Grocery,0,0,29,1,47
129.39,17,Grocery,0,0,76,0,31
282.04,22,Travel,1,0,83,4,33
152.59,6,Food,0,0,88,2,39
91.8,15,Electronics,0,0,25,2,36
413.48,0,Food,0,0,67,3,47
246.25,21,Food,0,1,31,1,27
143.54,23,Food,0,0,85,1,26
198.34,16,Travel,0,0,48,2,65
201.04,6,Food,0,0,51,0,60
154.05,8,Travel,0,0,73,3,34
344.56,20,Travel,0,0,37,3,54
158.01,20,Food,0,0,89,3,43
301.7,1,Electronics,0,0,61,1,41
6.17,8,Grocery,0,0,44,1,38
298.47,16,Electronics,0,0,33,3,55
0.96,3,Electronics,1,0,58,1,69
2.69,11,Food,1,0,68,7,45
113.39,7,Food,0,0,54,1,31
476.69,1,Electronics,0,0,92,1,34
200.27,1,Clothing,0,0,34,0,50
216.92,14,Electronics,1,0,52,0,28
146.57,15,Electronics,0,0,52,1,45
145.43,6,Travel,0,0,54,2,64
169.27,5,Clothing,0,0,79,5,54
11.51,15,Grocery,0,0,99,0,62
266.51,23,Electronics,0,0,94,2,44
132.18,5,Food,0,0,93,1,28
502.2,15,Travel,0,0,41,1,61
104.42,15,Travel,0,0,72,0,61
49.21,0,Electronics,0,0,95,3,65
47.75,9,Clothing,0,0,46,1,44
792.0,6,Travel,0,0,81,1,43
117.66,20,Food,0,0,96,1,64
57.64,8,Electronics,0,0,42,1,59
76.57,0,Grocery,0,0,72,3,38
157.36,23,Grocery,0,0,87,1,28
97.88,23,Electronics,0,0,40,1,23
655.56,12,Grocery,0,0,88,1,66
254.43,1,Food,0,0,95,1,35
142.59,15,Electronics,0,0,50,1,47
26.58,14,Clothing,0,0,97,0,50
294.37,0,Food,0,0,48,0,40
404.3,4,Clothing,0,1,33,1,38
181.88,9,Grocery,0,1,87,2,25
100.27,13,Electronics,0,0,95,0,61
126.06,10,Clothing,0,0,41,2,39
359.42,22,Electronics,0,0,85,2,23
124.21,5,Travel,0,0,84,0,24
57.88,5,Food,0,0,91,2,24
502.06,19,Grocery,0,0,41,2,33
102.46,19,Food,0,0,29,2,41
89.78,5,Electronics,0,0,47,0,22
95.22,17,Travel,0,0,75,4,55
339.66,8,Food,0,0,28,1,34
316.89,19,Food,0,0,49,6,50
18.8,13,Travel,0,0,81,2,31
195.42,15,Grocery,0,0,47,2,24
92.91,10,Electronics,0,0,96,2,49
208.84,9,Food,0,0,97,6,63
73.79,16,Grocery,0,0,52,3,34
119.82,15,Food,0,0,63,2,63
228.43,2,Food,0,0,69,1,62
321.02,5,Electronics,0,0,83,3,29
86.67,13,Electronics,0,0,83,0,23
293.44,22,Clothing,0,0,95,1,57
204.35,23,Clothing,0,0,31,2,60
540.72,23,Electronics,0,0,29,4,26
90.73,17,Food,0,0,77,3,46
12.95,16,Clothing,0,0,31,1,62
212.19,7,Grocery,0,0,35,2,19
22.51,16,Travel,0,0,59,3,66
270.84,8,Food,0,0,94,2,25
138.83,9,Food,0,0,35,3,21
299.82,0,Electronics,0,0,78,4,54
237.17,8,Grocery,0,0,33,1,37
71.92,23,Food,0,0,36,0,61
462.03,10,Clothing,0,1,88,4,64
20.33,22,Travel,0,0,78,2,65
74.17,22,Grocery,0,0,28,3,53
66.49,6,Grocery,0,0,81,4,47
507.79,21,Grocery,0,0,70,4,40
212.34,16,Food,0,0,92,1,40
92.82,17,Grocery,0,0,84,0,62
568.27,1,Food,0,0,29,4,31
17.68,21,Electronics,0,0,83,1,33
398.66,3,Grocery,0,0,30,5,61
8.11,21,Travel,0,0,78,4,58
90.5,0,Clothing,0,0,39,2,62
46.63,11,Grocery,0,0,73,2,54
119.54,17,Travel,0,0,92,1,41
234.31,4,Travel,0,0,50,1,63
131.63,20,Clothing,0,0,35,1,27
6.73,10,Electronics,0,0,62,3,29
128.81,23,Grocery,0,0,32,2,56
261.63,15,Travel,0,0,92,5,38
79.01,1,Electronics,0,0,99,4,53
266.72,4,Travel,0,0,45,0,38
15.98,7,Food,0,0,63,2,37
186.49,14,Travel,0,0,46,1,34
76.98,10,Travel,0,0,75,2,24
106.08,8,Food,0,0,35,3,56
246.9,22,Food,0,0,34,0,21
93.88,16,Travel,0,0,36,7,27
13.85,23,Travel,0,0,36,4,67
96.46,0,Food,0,1,38,2,60
145.23,9,Electronics,0,0,52,2,30
710.94,20,Electronics,0,0,28,1,21
375.0,3,Food,0,0,79,2,24
103.36,7,Grocery,0,0,89,2,56
2.0,6,Electronics,1,0,93,1,63
156.25,1,Clothing,0,0,54,1,34
21.68,5,Clothing,0,0,40,3,23
135.39,5,Food,0,1,88,3,27
817.59,12,Grocery,0,0,60,2,27
93.58,23,Electronics,0,0,53,1,68
486.35,3,Grocery,0,0,58,4,50
518.08,14,Grocery,0,0,71,1,38
313.45,17,Travel,0,0,97,2,55
143.28,2,Electronics,0,0,45,3,44
441.04,8,Grocery,0,0,75,1,66
8.99,9,Clothing,0,0,56,3,39
118.45,12,Travel,0,0,93,1,36
30.56,7,Food,1,0,78,2,23
82.9,19,Travel,0,0,37,0,18
19.09,13,Grocery,0,0,30,1,50
70.4,14,Electronics,0,0,28,1,23
70.88,23,Clothing,0,0,53,0,33
60.49,5,Travel,0,0,37,3,54
201.13,17,Grocery,0,0,96,2,27
174.8,5,Grocery,0,0,64,0,24
113.82,1,Grocery,0,0,41,5,42
192.47,4,Travel,0,0,91,2,21
177.64,2,Travel,0,0,70,1,27
114.88,2,Electronics,0,0,95,2,25
102.39,20,Travel,0,0,42,7,25
405.74,8,Electronics,0,0,84,1,60
298.62,9,Electronics,0,0,93,2,65
880.32,23,Electronics,0,0,32,3,54
224.89,13,Travel,1,0,75,3,57
129.89,18,Travel,0,0,48,0,66
115.7,4,Food,0,1,91,3,25
249.43,15,Grocery,0,1,64,1,50
409.84,3,Grocery,0,0,92,2,43
122.13,12,Clothing,0,0,76,3,42
42.16,13,Travel,0,0,69,1,23
19.6,8,Grocery,0,0,90,2,67
72.62,14,Electronics,1,0,98,5,67
776.66,3,Grocery,1,0,32,4,56
93.31,4,Electronics,0,0,65,0,22
241.04,17,Electronics,1,0,70,2,23
66.85,1,Travel,0,0,90,4,39
88.99,13,Grocery,1,0,57,1,67
87.76,13,Travel,0,0,78,2,30
17.58,11,Electronics,0,0,96,2,55
25.99,1,Food,0,0,70,4,65
86.37,5,Electronics,0,1,28,3,60
60.3,7,Travel,0,0,88,2,45
25.0,18,Grocery,0,0,78,2,41
442.24,8,Grocery,0,0,67,2,40
40.3,20,Travel,0,0,59,3,60
177.85,9,Clothing,0,0,25,2,64
389.68,1,Clothing,0,0,76,3,29
19.81,3,Travel,0,0,29,1,42
190.14,22,Food,0,0,97,1,36
